image_path	label_name	juan_idx	image_num	idx_list
/home/fengcong/chu_bamboo_slips/卷一.files/614_清華一·楚居12.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/591_清華一·祭公01.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/380_清華三·芮良夫18.png	juan.1.373-390.18	1	18	373-390
/home/fengcong/chu_bamboo_slips/卷一.files/823_清華七·越公33.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/399_清華五·湯丘08.png	juan.1.398-400.3	1	3	398-400
/home/fengcong/chu_bamboo_slips/卷一.files/897_清華一·金縢05.png	juan.1.896-898.3	1	3	896-898
/home/fengcong/chu_bamboo_slips/卷一.files/656_清華二·繫年027.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/209_清華一·皇門11.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/726_清華二·繫年119.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1232_清華三·芮良夫06.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/632_清華二·繫年005（重）.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/404_清華一·楚居10.png	juan.1.404-406.3	1	3	404-406
/home/fengcong/chu_bamboo_slips/卷一.files/54_清華二·繫年088.png	juan.1.52-56.5	1	5	52-56
/home/fengcong/chu_bamboo_slips/卷一.files/37_清華四·筮法47.png	juan.1.32-38.7	1	7	32-38
/home/fengcong/chu_bamboo_slips/卷一.files/610_清華一·楚居11.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/268_清華五·厚父05.png	juan.1.249-272.24	1	24	249-272
/home/fengcong/chu_bamboo_slips/卷一.files/227_清華五·命訓08.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/961_清華六·管仲02.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/243_清華一·祭公12 重見213.png	juan.1.243-248.6	1	6	243-248
/home/fengcong/chu_bamboo_slips/卷一.files/958_清華六·管仲01.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/539_清華一·程寤02（重）.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/623_清華一·楚居16.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1212_清華七·越公28.png	juan.1.1212-1218.7	1	7	1212-1218
/home/fengcong/chu_bamboo_slips/卷一.files/305_清華五·厚父05.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/767_清華五·厚父01.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/468_清華三·琴舞08.png	juan.1.465-475.11	1	11	465-475
/home/fengcong/chu_bamboo_slips/卷一.files/981_清華六·管仲16.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/140_清華五·湯丘10.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/355_清華五·啻門18.png	juan.1.346-365.20	1	20	346-365
/home/fengcong/chu_bamboo_slips/卷一.files/650_清華二·繫年018.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/425_清華七·子犯07.png	juan.1.407-426.20	1	20	407-426
/home/fengcong/chu_bamboo_slips/卷一.files/763_清華三·良臣09.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/757_清華三·良臣04.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/995_清華七·子犯03.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/420_清華五·命訓08.png	juan.1.407-426.20	1	20	407-426
/home/fengcong/chu_bamboo_slips/卷一.files/296_清華五·厚父07.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/221_清華四·筮法61.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/1174_清華五·湯丘12.png	juan.1.1172-1174.3	1	3	1172-1174
/home/fengcong/chu_bamboo_slips/卷一.files/617_清華一·楚居14.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/699_清華二·繫年088.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/409_清華二·繫年090.png	juan.1.407-426.20	1	20	407-426
/home/fengcong/chu_bamboo_slips/卷一.files/25_清華四·筮法48.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/166_清華六·子產10.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/279_清華一·祭公05.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/775_清華五·命訓01.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/91_清華三·琴舞06.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/213_清華四·筮法17.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/1201_清華三·赤鵠13.png	juan.1.1199-1202.4	1	4	1199-1202
/home/fengcong/chu_bamboo_slips/卷一.files/705_清華二·繫年098.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/237_清華六·子儀15.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/703_清華二·繫年097.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/255_清華三·赤鵠12.png	juan.1.249-272.24	1	24	249-272
/home/fengcong/chu_bamboo_slips/卷一.files/835_清華七·越公44.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/959_清華六·管仲01.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/242_清華七·越公73.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/485_清華六·子儀10.png	juan.1.484-485.2	1	2	484-485
/home/fengcong/chu_bamboo_slips/卷一.files/45_清華三·琴舞05.png	juan.1.39-51.13	1	13	39-51
/home/fengcong/chu_bamboo_slips/卷一.files/300_清華四·筮法35.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/1086_清華一·楚居10.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/641_清華二·繫年008.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/200_清華三·說命下07.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/194_清華一·楚居01.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/229_清華五·三壽01.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/128_清華五·命訓05.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/299_清華四·筮法20.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/980_清華六·管仲14.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/135_清華五·命訓07.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/155_清華五·三壽28.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/1112_清華五·啻門12.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/405_清華一·楚居13.png	juan.1.404-406.3	1	3	404-406
/home/fengcong/chu_bamboo_slips/卷一.files/734_清華二·繫年129.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/739_清華三·說命上01.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/40_清華一·金縢03.png	juan.1.39-51.13	1	13	39-51
/home/fengcong/chu_bamboo_slips/卷一.files/302_清華四·筮法61.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/312_清華六·管仲18.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/937_清華三·良臣08.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/942_清華四·筮法32.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/948_清華五·命訓12.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/1253_清華五·三壽06.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/748_清華三·說命下07.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/9_清華一·皇門12.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/931_清華一·祭公12.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/1001_清華七·越公12.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/944_清華四·筮法41.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/339_清華五·三壽08 重見739.png	juan.1.339-345.7	1	7	339-345
/home/fengcong/chu_bamboo_slips/卷一.files/371_清華五·命訓10.png	juan.1.367-372.6	1	6	367-372
/home/fengcong/chu_bamboo_slips/卷一.files/528_清華六·子儀02.png	juan.1.486-535.50	1	50	486-535
/home/fengcong/chu_bamboo_slips/卷一.files/801_清華七·越公09.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/326_清華一·楚居09.png	juan.1.323-337.15	1	15	323-337
/home/fengcong/chu_bamboo_slips/卷一.files/701_清華二·繫年096.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/552_清華一·金縢02.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/778_清華五·湯丘04.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/687_清華二·繫年081.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/247_清華五·三壽14.png	juan.1.243-248.6	1	6	243-248
/home/fengcong/chu_bamboo_slips/卷一.files/374_清華一·皇門04.png	juan.1.373-390.18	1	18	373-390
/home/fengcong/chu_bamboo_slips/卷一.files/956_清華六·太伯乙11.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/776_清華五·命訓06.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/520_清華六·孺子16.png	juan.1.486-535.50	1	50	486-535
/home/fengcong/chu_bamboo_slips/卷一.files/14_清華二·繫年101.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/335_清華五·命訓07.png	juan.1.323-337.15	1	15	323-337
/home/fengcong/chu_bamboo_slips/卷一.files/1115_清華五·啻門13.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/869_清華七·越公69.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/854_清華七·越公56.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1146_清華七·越公41.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/802_清華七·越公11.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/290_清華三·赤鵠08.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/239_清華七·子犯09.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/577_清華一·皇門05.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1104_清華五·湯丘14.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/482_清華五·厚父13.png	juan.1.481-482.2	1	2	481-482
/home/fengcong/chu_bamboo_slips/卷一.files/383_清華五·厚父10.png	juan.1.373-390.18	1	18	373-390
/home/fengcong/chu_bamboo_slips/卷一.files/594_清華一·祭公04.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/224_清華五·厚父05.png	juan.1.189-242.54	1	54	189-242
/home/fengcong/chu_bamboo_slips/卷一.files/30_清華六·子儀18.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/21_清華三·說命下03.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/578_清華一·皇門05.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/613_清華一·楚居11.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1266_清華七·越公58.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/588_清華一·皇門08.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1161_清華五·三壽19.png	juan.1.1159-1162.4	1	4	1159-1162
/home/fengcong/chu_bamboo_slips/卷一.files/27_清華四·筮法54.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/693_清華二·繫年084.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1029_清華五·三壽05 重見211.png	juan.1.1028-1029.2	1	2	1028-1029
/home/fengcong/chu_bamboo_slips/卷一.files/815_清華七·越公30.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1054_清華一·保訓04.png	juan.1.1054-1056.3	1	3	1054-1056
/home/fengcong/chu_bamboo_slips/卷一.files/275_清華一·保訓05.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/837_清華七·越公45.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/313_清華六·管仲25.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/874_清華七·越公74.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/467_清華一·祭公11.png	juan.1.465-475.11	1	11	465-475
/home/fengcong/chu_bamboo_slips/卷一.files/582_清華一·皇門07.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1236_清華三·芮良夫16.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/432_清華四·筮法48.png	juan.1.427-435.9	1	9	427-435
/home/fengcong/chu_bamboo_slips/卷一.files/741_清華三·說命上04.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/24_清華三·赤鵠14.png	juan.1.1-31.31	1	31	1-31
/home/fengcong/chu_bamboo_slips/卷一.files/553_清華一·金縢03.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1121_清華六·管仲22.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/177_清華七·越公05.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/860_清華七·越公60.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1220_清華一·皇門11.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/661_清華二·繫年029.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1047_清華六·管仲09.png	juan.1.1041-1052.12	1	12	1041-1052
/home/fengcong/chu_bamboo_slips/卷一.files/437_清華一·程寤03.png	juan.1.437-441.5	1	5	437-441
/home/fengcong/chu_bamboo_slips/卷一.files/1060_清華六·子產11（重）.png	juan.1.1060.1	1	1	1060
/home/fengcong/chu_bamboo_slips/卷一.files/464_清華一·楚居05（重）.png	juan.1.464.1	1	1	464
/home/fengcong/chu_bamboo_slips/卷一.files/812_清華七·越公27.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/291_清華三·赤鵠12.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/401_清華一·程寤03 重見1314.png	juan.1.401.1	1	1	401
/home/fengcong/chu_bamboo_slips/卷一.files/706_清華二·繫年098.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/1240_清華三·芮良夫27.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/561_清華一·金縢10.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/161_清華六·太伯甲03.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/1113_清華五·啻門13.png	juan.1.1074-1148.75	1	75	1074-1148
/home/fengcong/chu_bamboo_slips/卷一.files/144_清華五·啻門03.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/509_清華五·啻門07.png	juan.1.486-535.50	1	50	486-535
/home/fengcong/chu_bamboo_slips/卷一.files/936_清華二·繫年016.png	juan.1.927-1007.81	1	81	927-1007
/home/fengcong/chu_bamboo_slips/卷一.files/1262_清華七·子犯11.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/749_清華三·說命下08.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/673_清華二·繫年061.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/548_清華一·耆夜08.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/630_清華二·繫年004.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/320_清華七·越公07.png	juan.1.275-321.47	1	47	275-321
/home/fengcong/chu_bamboo_slips/卷一.files/829_清華七·越公40.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/794_清華七·子犯14.png	juan.1.538-876.339	1	339	538-876
/home/fengcong/chu_bamboo_slips/卷一.files/109_清華四·筮法49.png	juan.1.57-188.132	1	132	57-188
/home/fengcong/chu_bamboo_slips/卷一.files/413_清華二·繫年131.png	juan.1.407-426.20	1	20	407-426
/home/fengcong/chu_bamboo_slips/卷一.files/1243_清華五·厚父11.png	juan.1.1219-1267.49	1	49	1219-1267
/home/fengcong/chu_bamboo_slips/卷一.files/328_清華三·琴舞13.png	juan.1.323-337.15	1	15	323-337
